name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
ndt_t[5014],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5015],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5016],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5017],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5018],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5019],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5020],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5021],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5022],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5023],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5024],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5025],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5026],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5027],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5028],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5029],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5030],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5031],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5032],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5033],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5034],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5035],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5036],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5037],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5038],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5039],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5040],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5041],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5042],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5043],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5044],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5045],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5046],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5047],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5048],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5049],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5050],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5051],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5052],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5053],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5054],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5055],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5056],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5057],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5058],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5059],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5060],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5061],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5062],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5063],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5064],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5065],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5066],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5067],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5068],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5069],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5070],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5071],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5072],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5073],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5074],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5075],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5076],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5077],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5078],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5079],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5080],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5081],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5082],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5083],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5084],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5085],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5086],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5087],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5088],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5089],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5090],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5091],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5092],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5093],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5094],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5095],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5096],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5097],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5098],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5099],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5100],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5101],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5102],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5103],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5104],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5105],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5106],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5107],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5108],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5109],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5110],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5111],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5112],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[5113],0.31,0.0081,0.017,0.29,0.3,0.34,4.5,9.6e-06,1.9
ndt_t[8406],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8407],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8408],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8409],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8410],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8411],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8412],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8413],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8414],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8415],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8416],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8417],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8418],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8419],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8420],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8421],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8422],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8423],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8424],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8425],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8426],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8427],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8428],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8429],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8430],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8431],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8432],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8433],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8434],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8435],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8436],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8437],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8438],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8439],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8440],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8441],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8442],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8443],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8444],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8445],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8446],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8447],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8448],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8449],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8450],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8451],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8452],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8453],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8454],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8455],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8456],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8457],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8458],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8459],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8460],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8461],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8462],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8463],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8464],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8465],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8466],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8467],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8468],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8469],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8470],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8471],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8472],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8473],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8474],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8475],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8476],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8477],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8478],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8479],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8480],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8481],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8482],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8483],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8484],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8485],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8486],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8487],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8488],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8489],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8490],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8491],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8492],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8493],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8494],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8495],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8496],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8497],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8498],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8499],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8500],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8501],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8502],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8503],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8504],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8505],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8506],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8507],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8508],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8509],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8510],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8511],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8512],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8513],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8514],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8515],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8516],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8517],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8518],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8519],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8520],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8521],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8522],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8523],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8524],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8525],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8526],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8527],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8528],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8529],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8530],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8531],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8532],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8533],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8534],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8535],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8536],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8537],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8538],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8539],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8540],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8541],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8542],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8543],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8544],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8545],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8546],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8547],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8548],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8549],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8550],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8551],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8552],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8553],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8554],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8555],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8556],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8557],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8558],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8559],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8560],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8561],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8562],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8563],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8564],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8565],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8566],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8567],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8568],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8569],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8570],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8571],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8572],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8573],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8574],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8575],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8576],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8577],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8578],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8579],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8580],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8581],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8582],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8583],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8584],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8585],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8586],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8587],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8588],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8589],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8590],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8591],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8592],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8593],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8594],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8595],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8596],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
ndt_t[8597],0.39,0.0062,0.035,0.32,0.4,0.43,33.0,7e-05,1.1
